exper,expersq,black,south66,enroll,smsa,momdad14,weight,wage,libcrd14,motheduc,fatheduc,KWW,IQ,educ
10,100,0,0,0,1,1,398168,559,1.0,9.0,5.0,45.0,105.0,18
6,36,1,0,0,1,1,96681,230,1.0,9.0,10.0,32.0,102.44978165938865,12
4,16,0,0,1,1,1,370732,1026,1.0,18.0,18.0,46.0,124.0,17
9,81,0,0,0,1,1,370732,1082,1.0,13.0,13.0,48.0,102.44978165938865,12
4,16,0,0,0,1,1,360396,1202,1.0,13.0,13.0,39.0,94.0,14
2,4,0,0,0,0,1,360396,329,1.0,12.0,10.00344827586207,40.0,117.0,17
3,9,0,0,0,1,1,370732,481,1.0,14.0,14.0,39.0,116.0,18
0,0,0,0,0,1,1,360396,673,0.674341007674341,10.348136996612721,14.0,33.0,102.44978165938865,18
8,64,0,0,0,1,1,538123,1683,1.0,12.0,12.0,41.0,102.44978165938865,17
12,144,0,0,0,1,1,358351,1282,1.0,12.0,12.0,40.0,112.0,16
6,36,0,0,0,1,1,360396,577,1.0,14.0,12.0,23.0,102.44978165938865,12
3,9,0,0,0,1,1,411924,444,1.0,9.0,9.0,31.0,105.0,18
6,36,1,0,0,1,0,99110,481,1.0,9.0,10.00344827586207,34.0,87.0,16
6,36,1,0,0,1,1,96681,467,1.0,12.0,16.0,33.540668241646976,108.0,12
19,361,0,0,0,1,1,614067,668,0.0,3.0,3.0,40.0,102.44978165938865,6
6,36,0,0,0,1,1,411924,286,1.0,12.0,12.0,36.0,89.0,15
9,81,0,0,0,1,1,358351,577,1.0,12.0,12.0,33.540668241646976,119.0,18
9,81,0,0,0,1,1,484311,721,1.0,12.0,12.0,34.0,97.0,14
7,49,0,0,0,1,1,360396,462,1.0,8.0,6.0,28.0,89.0,12
4,16,0,0,0,1,1,360396,750,0.0,10.0,12.0,28.0,102.44978165938865,15
6,36,0,0,0,1,1,360396,200,1.0,12.0,6.0,39.0,131.0,12
9,81,0,0,0,1,1,370732,650,1.0,10.0,12.0,26.0,102.44978165938865,12
4,16,0,0,0,1,0,370732,481,1.0,11.0,12.0,30.0,102.44978165938865,18
7,49,0,0,0,1,0,360396,600,0.0,10.348136996612721,9.0,38.0,102.44978165938865,11
6,36,0,0,0,1,1,370732,769,1.0,16.0,16.0,35.0,85.0,16
4,16,0,0,1,1,1,370732,775,1.0,16.0,16.0,26.0,132.0,17
2,4,0,0,0,1,1,360396,641,1.0,16.0,16.0,28.0,114.0,16
13,169,0,0,0,1,1,358351,1055,1.0,10.0,14.0,35.0,98.0,14
9,81,0,0,0,1,1,484311,676,1.0,12.0,14.0,44.0,110.0,16
10,100,0,0,0,1,0,370732,691,1.0,10.348136996612721,10.00344827586207,41.0,124.0,12
7,49,0,0,1,1,1,484311,962,1.0,12.0,14.0,41.0,118.0,17
9,81,0,0,0,1,1,370732,400,1.0,12.0,14.0,32.0,90.0,13
5,25,0,0,0,1,1,370732,673,1.0,12.0,14.0,38.0,108.0,16
10,100,1,0,0,1,1,141996,1442,1.0,11.0,10.0,42.0,112.0,18
8,64,0,0,0,1,1,358351,529,1.0,10.0,16.0,38.0,100.0,18
7,49,1,0,0,1,1,99110,700,1.0,11.0,9.0,21.0,84.0,14
20,400,1,0,0,1,0,141996,675,0.0,4.0,10.00344827586207,36.0,102.44978165938865,8
1,1,0,0,0,1,1,360396,494,1.0,10.0,8.0,34.0,97.0,18
6,36,0,0,0,1,1,360396,500,1.0,8.0,12.0,26.0,113.0,12
2,4,1,0,0,1,1,96681,450,0.0,10.348136996612721,10.00344827586207,27.0,102.44978165938865,16
6,36,1,0,0,1,0,96681,601,1.0,8.0,10.00344827586207,27.0,102.44978165938865,13
9,81,1,0,1,1,1,99110,717,1.0,12.0,9.0,37.0,105.0,13
11,121,1,0,0,1,1,150105,575,1.0,10.0,9.0,28.0,88.0,12
7,49,1,0,0,1,1,96681,350,1.0,10.0,9.0,33.0,74.0,12
6,36,1,0,0,1,1,96681,350,0.0,10.0,9.0,31.0,102.44978165938865,12
7,49,0,0,0,1,1,484311,643,1.0,12.0,12.0,46.0,115.0,16
3,9,0,0,0,1,1,360396,675,1.0,12.0,10.0,30.0,102.44978165938865,15
7,49,0,0,0,1,1,370732,679,1.0,12.0,12.0,34.0,91.0,15
9,81,0,0,0,1,1,370732,534,1.0,9.0,12.0,34.0,103.0,12
9,81,0,0,0,1,1,484311,524,1.0,10.0,12.0,46.0,102.0,16
6,36,0,0,0,1,1,370732,667,1.0,10.0,10.0,38.0,98.0,16
6,36,0,0,0,1,1,370732,370,1.0,10.348136996612721,12.0,35.0,102.44978165938865,14
5,25,0,0,0,1,1,370732,658,1.0,12.0,12.0,47.0,102.44978165938865,15
16,256,1,0,0,1,1,141996,700,0.0,10.348136996612721,10.00344827586207,39.0,102.44978165938865,12
3,9,0,0,0,1,1,370732,311,1.0,12.0,9.0,33.0,82.0,18
18,324,0,0,0,1,0,358351,841,1.0,9.0,10.00344827586207,44.0,102.44978165938865,9
11,121,0,0,0,1,1,484311,660,1.0,12.0,10.0,47.0,112.0,14
9,81,0,0,0,1,1,484311,692,1.0,9.0,8.0,41.0,108.0,16
7,49,0,0,0,1,1,370732,577,1.0,7.0,10.00344827586207,37.0,90.0,15
3,9,0,0,0,1,0,370732,705,1.0,12.0,9.0,32.0,102.44978165938865,17
5,25,0,0,0,1,1,370732,292,1.0,8.0,5.0,38.0,111.0,16
7,49,0,0,0,1,1,370732,750,1.0,11.0,8.0,24.0,96.0,13
12,144,0,0,0,1,1,358351,1442,0.0,12.0,12.0,48.0,102.44978165938865,16
11,121,0,0,0,1,1,358351,1202,1.0,16.0,16.0,48.0,127.0,16
12,144,0,0,0,1,1,358351,1603,1.0,8.0,10.00344827586207,47.0,97.0,15
12,144,0,0,0,1,1,358351,769,1.0,12.0,10.00344827586207,50.0,120.0,14
9,81,0,0,0,1,1,484311,513,1.0,16.0,14.0,41.0,101.0,16
13,169,0,0,0,1,0,484311,805,0.0,8.0,10.00344827586207,38.0,100.0,12
11,121,0,0,1,1,1,358351,962,1.0,8.0,8.0,44.0,99.0,17
7,49,0,0,0,1,1,360396,675,1.0,16.0,16.0,33.540668241646976,104.0,12
5,25,0,0,0,1,1,360396,398,1.0,8.0,8.0,33.540668241646976,116.0,13
13,169,0,0,0,1,1,358351,855,1.0,12.0,12.0,40.0,120.0,14
8,64,1,0,0,1,0,96681,693,0.0,9.0,10.00344827586207,27.0,95.0,11
7,49,1,0,0,1,1,114259,641,0.0,9.0,8.0,27.0,102.44978165938865,11
8,64,1,0,0,1,1,99110,345,0.0,8.0,10.0,34.0,99.0,13
9,81,1,0,0,1,1,99110,561,1.0,10.348136996612721,10.00344827586207,24.0,68.0,12
6,36,1,0,0,1,1,96681,684,1.0,11.0,9.0,21.0,102.44978165938865,12
7,49,0,0,0,1,1,484311,469,1.0,16.0,16.0,49.0,122.0,16
4,16,0,0,0,1,0,370732,300,1.0,12.0,12.0,37.0,106.0,16
1,1,0,0,0,1,1,360396,673,1.0,9.0,12.0,37.0,101.0,18
2,4,0,0,0,1,1,360396,385,1.0,9.0,12.0,29.0,102.44978165938865,16
11,121,0,0,0,1,1,358351,808,1.0,6.0,8.0,45.0,104.0,16
1,1,0,0,1,1,1,360396,548,1.0,12.0,12.0,40.0,102.44978165938865,17
4,16,0,0,0,1,1,370732,500,1.0,12.0,12.0,38.0,102.44978165938865,16
10,100,0,0,1,1,1,468402,727,1.0,12.0,11.0,38.0,99.0,13
6,36,0,0,0,1,1,358554,524,1.0,12.0,11.0,29.0,102.44978165938865,16
3,9,1,0,0,1,1,96681,450,1.0,8.0,2.0,36.0,102.44978165938865,15
10,100,1,0,0,1,1,99110,755,0.0,8.0,6.0,34.0,102.44978165938865,12
6,36,1,0,0,1,0,96681,640,0.0,10.348136996612721,11.0,37.0,102.44978165938865,12
6,36,1,0,0,1,1,96681,313,1.0,12.0,10.0,30.0,102.44978165938865,12
11,121,0,0,0,1,1,484311,1425,0.0,12.0,12.0,37.0,101.0,12
10,100,0,0,0,1,1,411924,761,1.0,5.0,11.0,23.0,110.0,12
8,64,0,0,0,1,1,411924,600,1.0,5.0,11.0,35.0,94.0,12
10,100,0,0,0,1,1,398168,1111,1.0,15.0,12.0,42.0,111.0,16
11,121,0,0,0,1,1,398168,763,1.0,17.0,13.0,50.0,120.0,16
14,196,0,0,0,1,1,358351,650,1.0,8.0,8.0,45.0,108.0,12
7,49,0,0,0,1,1,370732,1155,1.0,16.0,16.0,39.0,111.0,14
6,36,0,0,0,1,1,360396,600,1.0,12.0,9.0,25.0,102.44978165938865,12
11,121,0,0,0,1,1,468402,555,0.0,11.0,11.0,31.0,103.0,12
11,121,0,0,1,1,1,358554,543,0.0,11.0,11.0,25.0,102.44978165938865,11
8,64,0,0,1,1,1,348558,550,0.0,11.0,11.0,31.0,102.44978165938865,11
14,196,0,0,0,1,0,520447,800,0.0,10.348136996612721,10.00344827586207,39.0,97.0,11
9,81,0,0,0,1,1,358554,1000,0.0,11.0,10.0,26.0,97.0,11
13,169,0,0,0,1,1,468402,864,0.0,11.0,13.0,36.0,106.0,12
13,169,0,0,0,1,0,346581,613,1.0,6.0,10.00344827586207,43.0,109.0,13
2,4,0,0,0,1,1,348558,519,1.0,12.0,12.0,27.0,102.44978165938865,16
11,121,1,0,0,1,1,150105,707,1.0,10.348136996612721,10.00344827586207,45.0,96.0,13
7,49,1,0,1,1,1,99110,818,1.0,10.0,10.0,26.0,79.0,13
9,81,1,0,0,1,1,96681,300,1.0,12.0,10.0,31.0,62.0,10
8,64,0,0,1,1,1,484311,702,1.0,9.0,9.0,47.0,110.0,16
12,144,0,0,0,1,0,358351,1322,1.0,12.0,10.00344827586207,47.0,117.0,16
9,81,1,0,1,1,0,99110,380,0.0,12.0,10.00344827586207,25.0,72.0,12
9,81,1,0,0,1,0,99110,400,1.0,10.348136996612721,10.00344827586207,30.0,83.0,11
8,64,1,0,0,1,0,96681,498,1.0,10.348136996612721,10.00344827586207,22.0,99.0,11
17,289,1,0,0,1,0,167813,663,1.0,11.0,10.00344827586207,18.0,72.0,10
17,289,1,0,0,1,1,141996,600,0.0,11.0,8.0,29.0,88.0,10
8,64,0,0,0,0,1,358351,1034,1.0,12.0,16.0,48.0,123.0,18
5,25,0,0,0,1,1,360396,1079,1.0,12.0,12.0,23.0,91.0,14
0,0,0,0,0,1,1,360396,400,1.0,12.0,12.0,31.0,98.0,18
11,121,0,0,0,1,1,358351,641,0.0,12.0,13.0,37.0,119.0,16
14,196,0,0,0,1,0,358351,620,0.0,8.0,10.00344827586207,33.0,87.0,12
7,49,0,0,0,1,0,538123,481,1.0,11.0,12.0,49.0,121.0,17
11,121,0,0,0,1,1,358351,1058,1.0,8.0,8.0,41.0,102.44978165938865,16
8,64,0,0,0,1,1,370732,545,1.0,12.0,8.0,33.0,112.0,12
6,36,0,0,0,1,1,370732,786,1.0,12.0,12.0,38.0,113.0,14
1,1,0,0,0,1,1,360396,485,1.0,12.0,12.0,38.0,125.0,18
14,196,0,0,1,1,1,358351,722,1.0,11.0,11.0,45.0,121.0,14
7,49,0,0,0,1,1,370732,695,1.0,12.0,12.0,47.0,128.0,15
13,169,0,0,0,1,1,358351,549,1.0,12.0,12.0,41.0,102.44978165938865,15
11,121,0,0,0,1,1,358351,793,1.0,12.0,15.0,36.0,103.0,15
11,121,0,0,0,1,1,398168,1923,1.0,16.0,18.0,48.0,99.0,16
12,144,0,0,0,1,1,358351,793,1.0,12.0,12.0,40.0,101.0,15
7,49,0,0,0,1,0,370732,900,1.0,10.348136996612721,10.00344827586207,34.0,117.0,15
12,144,0,0,0,1,1,358351,654,1.0,8.0,8.0,41.0,109.0,14
9,81,0,0,0,1,1,370732,513,1.0,12.0,12.0,46.0,73.0,12
9,81,0,0,1,1,0,538123,384,1.0,12.0,10.00344827586207,38.0,88.0,14
5,25,0,0,0,0,1,370732,500,1.0,16.0,16.0,27.0,116.0,16
4,16,0,0,1,1,1,360396,601,1.0,11.0,12.0,40.0,137.0,15
9,81,0,0,0,1,1,370732,438,1.0,12.0,12.0,40.0,105.0,12
7,49,0,0,0,1,1,360396,500,1.0,12.0,12.0,42.0,98.0,12
9,81,0,0,0,1,0,346581,1264,1.0,18.0,10.00344827586207,47.0,122.0,18
6,36,0,0,0,1,1,358554,747,1.0,14.0,12.0,43.0,104.0,14
7,49,0,0,0,1,1,358554,513,1.0,12.0,12.0,29.0,78.0,14
15,225,0,0,0,1,0,346581,700,0.674341007674341,10.348136996612721,10.00344827586207,43.0,104.0,12
7,49,0,0,0,1,1,468402,672,1.0,12.0,14.0,38.0,93.0,16
7,49,0,0,1,1,1,468402,983,1.0,10.348136996612721,10.00344827586207,39.0,87.0,17
10,100,0,0,1,0,1,538123,220,1.0,12.0,12.0,35.0,101.0,13
9,81,0,0,0,1,1,358351,1202,1.0,12.0,12.0,39.0,134.0,18
12,144,0,0,0,0,1,484311,667,1.0,12.0,12.0,39.0,85.0,12
8,64,1,0,0,1,0,117131,838,1.0,10.348136996612721,10.00344827586207,41.0,102.44978165938865,14
4,16,0,0,1,1,1,360396,444,1.0,12.0,12.0,36.0,104.0,15
7,49,0,0,0,1,1,360396,543,1.0,12.0,10.0,25.0,104.0,12
10,100,0,0,0,1,1,484311,505,1.0,12.0,12.0,41.0,102.44978165938865,14
13,169,0,0,0,0,0,484311,797,1.0,10.348136996612721,10.00344827586207,37.0,107.0,12
9,81,0,0,0,1,1,360396,357,1.0,8.0,10.0,18.0,102.44978165938865,9
9,81,0,0,0,1,1,370732,500,1.0,8.0,12.0,30.0,93.0,12
16,256,0,0,0,1,0,358351,962,1.0,8.0,10.00344827586207,47.0,102.44978165938865,12
11,121,0,0,0,1,1,370732,350,1.0,5.0,6.0,31.0,94.0,11
3,9,0,0,0,1,1,360396,313,1.0,5.0,6.0,35.0,102.44978165938865,15
2,4,0,0,1,1,1,360396,117,1.0,13.0,17.0,34.0,102.44978165938865,16
15,225,0,0,0,1,1,358351,726,1.0,8.0,10.0,48.0,109.0,12
14,196,1,0,0,1,1,141996,536,0.0,11.0,10.00344827586207,31.0,119.0,13
7,49,1,0,0,1,1,99110,532,1.0,12.0,12.0,29.0,98.0,13
5,25,1,0,1,1,0,99110,428,1.0,10.348136996612721,10.00344827586207,32.0,103.0,17
12,144,0,0,0,1,1,398168,1094,1.0,13.0,15.0,50.0,102.44978165938865,16
15,225,0,0,0,1,0,358351,1925,1.0,9.0,10.00344827586207,45.0,102.44978165938865,12
8,64,0,0,0,1,1,398168,850,1.0,12.0,10.0,36.0,112.0,18
6,36,0,0,0,1,1,360396,365,1.0,11.0,11.0,34.0,102.44978165938865,12
4,16,0,0,0,1,1,370732,474,1.0,8.0,12.0,29.0,104.0,16
7,49,0,0,0,1,1,370732,656,0.0,10.0,11.0,33.0,96.0,13
7,49,0,0,0,1,1,360396,440,0.0,10.0,11.0,22.0,102.44978165938865,12
5,25,0,0,0,1,1,360396,462,1.0,11.0,10.0,38.0,102.0,14
6,36,0,0,0,1,0,358554,673,1.0,10.348136996612721,9.0,41.0,103.0,16
6,36,0,0,0,1,1,348558,1150,1.0,12.0,12.0,16.0,102.44978165938865,12
13,169,0,0,0,1,0,139912,800,0.0,10.348136996612721,10.00344827586207,37.0,95.0,12
7,49,0,0,0,1,0,88097,460,1.0,12.0,10.00344827586207,23.0,102.44978165938865,12
8,64,0,0,0,1,0,358554,334,1.0,10.348136996612721,10.00344827586207,31.0,93.0,12
7,49,0,0,0,1,1,358554,702,1.0,8.0,6.0,35.0,122.0,13
7,49,0,0,0,1,1,348558,524,1.0,8.0,6.0,37.0,107.0,12
20,400,0,0,0,0,0,398168,667,1.0,8.0,10.00344827586207,37.0,102.44978165938865,7
2,4,0,0,0,1,1,370732,641,1.0,12.0,12.0,48.0,102.44978165938865,18
6,36,0,0,0,1,1,360396,800,1.0,12.0,12.0,40.0,102.44978165938865,12
14,196,0,0,0,1,1,398168,577,0.0,12.0,10.00344827586207,30.0,97.0,12
8,64,0,0,0,0,1,87597,423,1.0,12.0,12.0,41.0,115.0,18
5,25,0,0,0,1,0,118387,874,1.0,10.348136996612721,10.00344827586207,42.0,120.0,18
7,49,0,0,0,1,0,90623,640,0.0,12.0,10.00344827586207,29.0,103.0,15
7,49,0,0,0,1,1,484311,1101,1.0,14.0,12.0,41.0,106.0,16
4,16,0,0,0,1,1,370732,649,1.0,14.0,12.0,32.0,96.0,16
8,64,0,0,0,1,1,370732,450,1.0,8.0,8.0,39.0,114.0,12
15,225,0,0,0,1,1,358351,924,1.0,9.0,10.00344827586207,37.0,102.44978165938865,12
10,100,0,0,0,1,0,370732,698,1.0,9.0,10.00344827586207,33.0,86.0,11
13,169,1,0,1,1,1,580891,505,1.0,10.348136996612721,10.00344827586207,27.0,78.0,15
6,36,0,0,0,1,1,370732,556,1.0,13.0,12.0,38.0,110.0,16
2,4,0,0,1,0,1,360396,375,1.0,13.0,12.0,37.0,132.0,17
7,49,0,0,0,1,1,370732,673,1.0,12.0,12.0,34.0,126.0,15
11,121,0,0,0,1,1,484311,308,1.0,8.0,8.0,36.0,102.0,13
16,256,0,0,0,1,1,346581,585,1.0,12.0,12.0,41.0,87.0,12
6,36,0,0,0,1,1,387287,781,1.0,13.0,12.0,31.0,89.0,12
9,81,0,0,0,1,0,364640,656,1.0,8.0,10.00344827586207,40.0,106.0,12
10,100,0,0,0,1,1,405155,423,1.0,5.0,8.0,43.0,100.0,12
6,36,0,0,0,1,1,364640,1282,1.0,12.0,12.0,26.0,98.0,16
7,49,0,0,0,1,0,354474,962,1.0,12.0,11.0,30.0,97.0,12
12,144,0,0,0,1,1,476353,800,1.0,16.0,4.0,38.0,111.0,12
15,225,0,0,0,1,1,352463,750,1.0,12.0,12.0,40.0,100.0,12
5,25,0,0,0,1,1,476353,647,1.0,12.0,12.0,39.0,110.0,18
11,121,0,0,0,1,1,476353,938,1.0,12.0,10.0,38.0,114.0,12
5,25,0,0,1,1,1,414980,537,1.0,12.0,17.0,43.0,135.0,17
3,9,0,0,1,1,1,354474,290,1.0,16.0,13.0,39.0,121.0,15
11,121,0,1,0,0,1,529281,192,0.0,8.0,6.0,33.0,95.0,12
6,36,0,0,0,1,0,476353,818,1.0,10.348136996612721,10.00344827586207,35.0,116.0,18
6,36,0,0,0,1,0,476353,813,1.0,13.0,10.00344827586207,45.0,98.0,18
11,121,0,0,0,1,1,476353,727,1.0,12.0,10.0,28.0,90.0,12
6,36,0,0,0,1,1,363070,1125,1.0,12.0,10.0,33.0,116.0,12
5,25,1,0,1,1,0,89240,615,1.0,10.348136996612721,14.0,32.0,110.0,17
8,64,1,0,0,1,0,89240,403,0.0,10.348136996612721,14.0,23.0,97.0,12
9,81,0,0,0,1,1,89134,705,1.0,9.0,8.0,24.0,89.0,11
6,36,0,0,1,1,1,89134,337,1.0,12.0,11.0,33.0,105.0,15
5,25,0,0,0,1,1,373482,833,0.0,12.0,11.0,44.0,117.0,17
3,9,0,0,1,1,1,373482,192,1.0,12.0,11.0,37.0,75.0,17
8,64,0,0,0,1,1,373482,730,0.0,12.0,12.0,23.0,87.0,12
10,100,0,0,0,1,1,373482,542,1.0,11.0,9.0,23.0,74.0,10
10,100,0,0,0,0,1,364640,823,1.0,11.0,11.0,45.0,91.0,12
8,64,0,0,0,1,1,364640,438,1.0,11.0,11.0,38.0,90.0,12
4,16,0,0,0,1,1,354474,735,1.0,11.0,11.0,27.0,102.44978165938865,14
2,4,0,0,0,1,1,354474,427,1.0,12.0,14.0,31.0,112.0,16
12,144,0,0,0,0,1,116442,340,1.0,12.0,11.0,38.0,90.0,12
15,225,0,0,0,1,1,401122,481,1.0,11.0,14.0,29.0,130.0,13
10,100,0,0,0,1,1,352463,817,1.0,12.0,10.0,51.0,108.0,16
10,100,0,0,0,0,1,373482,500,1.0,12.0,12.0,34.0,86.0,12
7,49,1,0,0,1,0,87052,543,0.0,10.348136996612721,10.00344827586207,30.0,101.0,12
4,16,0,0,0,1,0,373482,447,0.0,11.0,10.00344827586207,37.0,125.0,16
4,16,0,0,0,0,0,403411,217,1.0,11.0,10.00344827586207,24.0,94.0,15
12,144,0,0,0,1,0,91296,275,0.0,6.0,3.0,18.0,102.44978165938865,8
3,9,1,0,1,1,1,79842,352,0.0,10.0,8.0,22.0,109.0,15
11,121,0,0,0,0,1,140950,721,0.0,10.0,8.0,31.0,98.0,12
9,81,0,0,0,0,1,91296,1008,1.0,8.0,3.0,36.0,102.44978165938865,12
6,36,0,0,1,1,1,487904,654,0.0,12.0,8.0,36.0,114.0,17
4,16,0,0,0,1,1,347666,803,1.0,16.0,10.00344827586207,27.0,125.0,16
9,81,0,0,0,1,1,370732,570,1.0,12.0,8.0,28.0,100.0,12
3,9,0,0,0,1,1,360396,600,1.0,12.0,12.0,29.0,104.0,16
6,36,0,0,0,1,0,348558,645,1.0,10.348136996612721,10.00344827586207,35.0,102.44978165938865,12
7,49,0,0,0,1,1,358554,450,1.0,10.0,14.0,35.0,112.0,13
7,49,0,0,0,1,1,358554,445,0.0,2.0,10.00344827586207,27.0,100.0,13
8,64,0,0,0,0,1,484311,590,1.0,11.0,12.0,37.0,104.0,15
5,25,0,0,0,1,1,348558,721,1.0,12.0,8.0,35.0,97.0,14
14,196,0,0,0,1,1,352463,693,1.0,8.0,8.0,33.0,120.0,12
7,49,0,0,0,1,1,364640,529,1.0,8.0,8.0,38.0,134.0,13
15,225,0,0,0,1,1,476353,470,0.0,8.0,8.0,28.0,92.0,9
4,16,0,0,0,1,1,364640,481,1.0,13.0,16.0,34.0,129.0,16
3,9,0,0,0,1,1,354474,462,1.0,13.0,16.0,31.0,122.0,16
10,100,0,0,1,1,1,391625,554,1.0,9.0,6.0,45.0,102.44978165938865,17
12,144,0,0,0,1,1,352463,865,0.0,12.0,12.0,42.0,118.0,14
8,64,0,0,0,0,0,476353,713,1.0,12.0,10.00344827586207,42.0,101.0,16
6,36,0,0,0,0,0,354474,740,1.0,12.0,10.00344827586207,37.0,107.0,12
8,64,0,0,0,1,0,364640,817,1.0,10.0,10.00344827586207,33.540668241646976,92.0,14
16,256,0,0,0,1,1,361010,677,1.0,12.0,11.0,37.0,92.0,12
7,49,0,0,1,1,1,454179,797,1.0,12.0,12.0,43.0,121.0,16
5,25,0,0,1,1,1,337974,769,1.0,17.0,13.0,27.0,102.0,13
3,9,0,0,0,1,1,337974,462,1.0,16.0,12.0,33.0,118.0,16
4,16,0,0,0,1,1,363070,519,1.0,12.0,12.0,28.0,102.44978165938865,14
7,49,0,0,0,0,1,363070,393,1.0,10.348136996612721,12.0,38.0,100.0,12
13,169,0,0,0,1,1,361010,800,1.0,7.0,9.0,37.0,92.0,13
4,16,0,0,0,1,1,373482,673,1.0,12.0,14.0,38.0,108.0,17
11,121,0,0,1,0,1,401122,481,1.0,10.348136996612721,10.00344827586207,41.0,121.0,16
14,196,0,0,0,0,1,401122,911,1.0,12.0,8.0,42.0,119.0,12
7,49,0,0,0,0,1,363070,481,0.0,8.0,8.0,33.0,102.44978165938865,12
16,256,0,0,0,0,1,361010,500,0.0,8.0,8.0,32.0,102.44978165938865,11
2,4,0,0,0,0,1,337974,385,1.0,12.0,12.0,39.0,106.0,16
6,36,0,0,0,1,1,337974,436,0.0,11.0,12.0,24.0,98.0,12
7,49,0,0,0,0,1,337974,526,0.0,8.0,7.0,29.0,109.0,12
9,81,0,0,0,0,1,454179,913,0.0,8.0,12.0,37.0,102.44978165938865,14
3,9,0,0,0,0,1,337974,542,0.0,15.0,12.0,28.0,120.0,16
9,81,0,0,0,0,1,347666,769,1.0,16.0,4.0,36.0,127.0,13
6,36,0,0,0,0,1,337974,226,0.0,8.0,8.0,26.0,102.44978165938865,12
3,9,0,0,0,0,1,373482,711,1.0,12.0,12.0,24.0,101.0,18
10,100,0,0,0,0,1,352463,346,0.0,8.0,8.0,43.0,108.0,18
14,196,0,0,0,0,1,352463,787,1.0,8.0,8.0,41.0,91.0,12
6,36,0,0,0,1,0,364640,455,1.0,12.0,10.0,38.0,118.0,14
2,4,0,0,0,1,0,354474,460,1.0,12.0,10.0,25.0,110.0,16
7,49,0,0,0,0,0,364640,277,1.0,14.0,10.00344827586207,37.0,119.0,13
11,121,0,0,0,1,1,391625,808,1.0,12.0,8.0,43.0,103.0,17
7,49,0,0,0,0,1,347666,624,1.0,14.0,12.0,33.0,103.0,14
8,64,0,0,0,1,1,347666,697,1.0,12.0,8.0,40.0,104.0,12
6,36,0,0,0,0,1,347666,378,1.0,12.0,8.0,32.0,108.0,14
6,36,0,0,0,0,1,337974,473,0.0,12.0,8.0,33.0,118.0,12
6,36,0,0,0,0,1,337974,425,0.0,12.0,8.0,21.0,98.0,12
2,4,0,0,0,0,1,337974,649,1.0,12.0,8.0,25.0,120.0,16
4,16,0,0,0,1,1,354474,491,1.0,15.0,12.0,25.0,144.0,15
2,4,0,0,0,0,0,364640,924,1.0,16.0,12.0,25.0,102.44978165938865,18
6,36,0,0,0,0,1,354474,350,0.0,10.0,12.0,38.0,102.44978165938865,12
6,36,0,0,0,0,1,337974,600,0.0,12.0,13.0,27.0,102.44978165938865,13
16,256,0,0,0,0,1,487904,429,0.0,7.0,3.0,30.0,102.44978165938865,9
8,64,0,0,0,0,1,373482,500,0.0,7.0,2.0,20.0,100.0,12
9,81,0,0,0,0,1,363070,500,0.0,7.0,2.0,12.0,102.44978165938865,9
20,400,0,0,0,0,1,361010,350,0.0,8.0,8.0,39.0,102.44978165938865,8
7,49,0,0,0,0,1,414980,370,1.0,10.0,8.0,32.0,86.0,14
2,4,0,0,0,0,1,337974,380,1.0,12.0,8.0,21.0,102.44978165938865,16
5,25,0,0,0,0,1,337974,250,1.0,12.0,9.0,30.0,102.44978165938865,14
6,36,0,0,0,1,1,454179,506,1.0,8.0,6.0,40.0,122.0,18
9,81,0,0,1,1,1,347666,619,1.0,13.0,12.0,35.0,98.0,12
2,4,0,0,1,0,1,337974,381,1.0,13.0,12.0,28.0,102.44978165938865,16
12,144,0,0,0,0,1,476353,361,1.0,13.0,10.00344827586207,37.0,101.0,12
10,100,0,0,0,1,0,364640,588,1.0,8.0,10.00344827586207,33.0,117.0,12
6,36,0,0,0,1,0,354474,350,1.0,8.0,10.00344827586207,35.0,119.0,12
14,196,0,0,0,1,1,336056,484,1.0,12.0,8.0,37.0,105.0,12
17,289,0,0,0,0,1,336056,835,0.0,9.0,6.0,37.0,104.0,11
13,169,0,0,0,1,1,454179,535,1.0,12.0,8.0,22.0,102.44978165938865,10
5,25,0,0,0,0,0,373482,385,1.0,12.0,10.00344827586207,46.0,111.0,17
8,64,0,0,0,0,1,363070,450,1.0,8.0,8.0,22.0,96.0,11
6,36,0,0,0,0,1,373482,491,1.0,8.0,12.0,29.0,94.0,16
6,36,0,0,0,0,0,363070,914,1.0,10.0,10.00344827586207,41.0,102.44978165938865,12
8,64,0,0,0,1,1,86158,831,0.0,12.0,8.0,36.0,101.0,18
12,144,0,0,0,0,1,454179,434,1.0,8.0,8.0,36.0,83.0,12
8,64,0,0,0,0,1,347666,700,1.0,8.0,8.0,34.0,112.0,12
10,100,0,0,0,0,1,347666,542,0.0,8.0,8.0,28.0,93.0,10
2,4,0,0,0,0,1,337974,231,1.0,13.0,12.0,27.0,102.44978165938865,16
16,256,0,0,0,0,1,352463,395,0.0,9.0,12.0,42.0,105.0,12
7,49,0,0,0,1,0,363070,721,1.0,10.348136996612721,10.00344827586207,37.0,115.0,12
7,49,0,0,0,0,1,363070,1187,0.0,15.0,8.0,24.0,105.0,12
7,49,0,0,0,1,1,363070,501,0.0,10.0,8.0,27.0,88.0,12
2,4,0,0,0,1,1,337974,336,1.0,13.0,16.0,39.0,122.0,16
14,196,0,0,0,0,1,336056,565,0.0,8.0,8.0,43.0,96.0,12
